Shuffle	sentenceID	pre-context	sentence to be annotated	post-context	# people sentence	character 1	character 2	character 3	character 4	character 5	character 6	character 7	character 8	character 9	character 10
0.494341945012328	560	|Then without another word he turned away from the lights and voices in the fields and tents , and followed by his three companions went round into his garden , and trotted down the long sloping path . |	|He jumped over a low place in the hedge at the bottom , and took to the meadows , passing into the night like a rustle of wind in the grass . |	|Gandalf remained for a while staring after him into the darkness . ' |	1	DEFAULT									
0.944677334763606	603	|Frodo was waiting on the step , smiling , but looking rather tired and worried . |	|He welcomed all the callers , but he had not much more to say than before . |	|His reply to all inquiries was simply this : ` Mr. Bilbo Baggins has gone away ; as far as I know , for good . ' |	1	Frodo Baggins									
0.606271173380881	394	|` Where is it ? ' |	|` In an envelope , if you must know , ' said Bilbo impatiently . |	|` There on the mantelpiece . |	1	Mr. Bilbo Baggins									
0.694448507233642	26	|He held forth at The Ivy Bush , a small inn on the Bywater road ; and he spoke with some authority , for he had tended the garden at Bag End for forty years , and had helped old Holman in the same job before that . |	|Now that he was himself growing old and stiff in the joints , the job was mainly carried on by his youngest son , Sam Gamgee . |	|Both father and son were on very friendly terms with Bilbo and Frodo . |	2	DEFAULT	Sam Gamgee								
0.962716920070597	751	|Some people are actually accusing me of spiriting Bilbo away , or worse . |	|If you want to know , there is supposed to be a plot between you and me to get hold of his wealth . ' |	|` Some people ! ' |	3	Mr. Bilbo Baggins	DEFAULT	DEFAULT							
0.521021697159056	598	|The hobbits rose rather later . |	|Morning went on . |	|People came and began -LRB- by orders -RRB- to clear away the pavilions and the tables and the chairs , and the spoons and knives and bottles and plates , and the lanterns , and the flowering shrubs in boxes , and the crumbs and cracker-paper , the forgotten bags and gloves and handkerchiefs , and the uneaten food -LRB- a very small item -RRB- . |	0										
0.259681056214456	622	|When she arrived later in the day , she took the point at once , but she also took the spoons . |	|This is only a small selection of the assembled presents . |	|Bilbo 's residence had got rather cluttered up with things in the course of his long life . |	0										
0.713155659279779	743	|I was looking forward to your help . ' ' |	|I did mean to - but I have had to change my mind . |	|I may be away for a good while ; but I 'll come and see you again , as soon as I can . |	1	DEFAULT									
0.194106478049122	221	|They were prepared to listen to anything , and to cheer at every full stop . |	|My dear People , began Bilbo , rising in his place . ' |	|Flear ! |	1	Mr. Bilbo Baggins									
0.706790965162928	153	|A special entrance was cut into the bank leading to the road , and wide steps and a large white gate were built there . |	|The three hobbit-families of Bagshot Row , adjoining the field , were intensely interested and generally envied . |	|Old Gaffer Gamgee stopped even pretending to work in his garden . |	0										
0.279118632380258	433	|` If I am it is your fault , ' said Bilbo . |	|` It is mine , I tell you . |	|My own . |	2	Mr. Bilbo Baggins	DEFAULT								
0.860281591851605	80	|Crazy about stories of the old days he is , and he listens to all Mr. Bilbo 's tales . |	|Mr. Bilbo has learned him his letters - meaning no harm , mark you , and I hope no harm will come of it . |	|` Elves and Dragons ' Isays to him . |	2	Mr. Bilbo Baggins	DEFAULT								
0.25215103641732	442	|Even if Gollum said the same once . |	|It 's not his now , but mine . |	|And I shall keep it , I say . ' |	2	Gollum	DEFAULT								
0.942461508186118	90	|And look at the outlandish folk that visit him : dwarves coming at night , and that old wandering conjuror , Gandalf , and all . |	|You can say what you like , Gaffer , but Bag End 's a queer place , and its folk are queerer . ' |	|` And you can say what you like , about what you know no more of than you do of boating , Mr. Sandyman , ' retorted the Gaffer , disliking the miller even more than usual . |	1	DEFAULT									
0.472021336209036	366	|Gandalf looked curiously and closely at him . |	|` No , it does not seem right , ' he said thoughtfully . |	|` No , after all I believe your plan is probably the best . ' |	1	Gandalf									
0.077513942256189	555	|I am being swept off my feet at last , ' he added , and then in a low voice , as if to himself , he sang softly in the dark : The Road goes ever on and on Down from the door where it began . |	|Now far ahead the Road has gone , And I must follow , if I can , Pursuing it with eager feet , Until it joins some larger way Where many paths and errands meet . |	|And whither then ? |	1	DEFAULT									
0.227197533740378	287	|Obstinate silence . |	|They all feared that a song or some poetry was now imminent ; and they were getting bored . |	|Why could n't he stop talking and let them drink his health ? |	0										
0.694387906601324	618	|Hugo was a great borrower of books , and worse than usual at returning them . |	|For LOBELIA SACKVILLE-BAGGINS , as a PRESENT , on a case of silver spoons . |	|Bilbo believed that she had acquired a good many of his spoons , while he was away on his former journey . |	1	Lobelia									
0.128790439611498	616	|She was a young Baggins , and too obviously considered her face shapely . |	|For the collection of HUGO BRACEGIRDLE , from a contributor , on an -LRB- empty -RRB- book-case . |	|Hugo was a great borrower of books , and worse than usual at returning them . |	1	Hugo Bracegirdle									
0.69567929019321	749	|I find that I have become rather unpopular . |	|They say I am a nuisance and a disturber of the peace . |	|Some people are actually accusing me of spiriting Bilbo away , or worse . |	1	DEFAULT									
0.372897740410073	118	|When the old man , helped by Bilbo and some dwarves , had finished unloading . |	|Bilbo gave a few pennies away ; but not a single squib or cracker was forthcoming , to the disappointment of the onlookers . |	|` Run away now ! |	1	Mr. Bilbo Baggins									
0.78155783812114	143	|The next day more carts rolled up the Hill , and still more carts . |	|There might have been some grumbling about ` dealing locally ' , but that very week orders began to pour out of Bag End for every kind of provision , commodity , or luxury that could be obtained in Hobbiton or Bywater or anywhere in the neighbourhood . |	|People became enthusiastic ; and they began to tick off the days on the calendar ; and they watched eagerly for the postman , hoping for invitations . |	0	DEFAULT									
0.820763393792949	520	|` No , do n't give the ring to me , ' said Gandalf . |	|` Put it on the mantelpiece . |	|It will be safe enough there , till Frodo comes . |	0										
0.001313327828946	586	|Still , it may be useful . ' |	|` It may , and it may not , ' said Gandalf . ' |	|I should not make use of it , if I were you . |	1	Gandalf									
0.662594345217672	125	|Inside Bag End , Bilbo and Gandalf were sitting at the open window of a small room looking out west on to the garden . |	|The late afternoon was bright and peaceful . |	|The flowers glowed red and golden : snap-dragons and sun-flowers , and nasturtiums trailing all over the turf walls and peeping in at the round windows . |	0										
0.268847726609634	138	|I hope so . |	|Anyway I mean to enjoy myself on Thursday , and have my little joke . ' |	|` Who will laugh , I wonder ? ' |	1	DEFAULT									
0.32177419005387	764	|Take care of yourself ! |	|Lookout for me , especially at unlikely times ! |	|Good-bye ! ' |	1	DEFAULT									
0.203767741568278	384	|I want to see the wild country again before I die , and the Mountains ; but he is still in love with the Shire , with woods and fields and little rivers . |	|He ought to be comfortable here . |	|I am leaving everything to him , of course , except a few oddments . |	1	DEFAULT									
0.890386937030706	276	|Together we score one hundred and forty-four . |	|Your numbers were chosen to fit this remarkable total : One Gross , if I may use the expression . |	|No cheers . |	2	DEFAULT	DEFAULT								
0.868304656627245	645	|` He is indisposed , ' he said . |	|` He is resting . ' |	|` Hiding , you mean , ' said Fobelia . |	1	DEFAULT									
0.121153226328297	131	|I am very fond indeed of it , and of all the dear old Shire ; but I think I need a holiday . ' |	|` You mean to go on with your plan then ? ' ' |	|I do . |	1	DEFAULT									
0.293086399500898	678	|` It was a compliment , ' said Merry Brandybuck , ` and so , of course , not true . ' |	|Then they went round the hole , and evicted three young hobbits -LRB- two Boffins and a Bolger -RRB- who were knocking holes in the walls of one of the cellars . |	|Frodo also had a tussle with young Sancho Proudfoot -LRB- old Odo Proudfoot 's grandson -RRB- , who had begun an excavation in the larger pantry , where he thought there was an echo . |	0										
0.92920519177417	77	|I do n't doubt they were mostly full of treasure he had picked up in foreign parts , where there be mountains of gold , they say ; but there was n't enough to fill tunnels . |	|But my lad Sam will know more about that . |	|He 's in and out of Bag End . |	2	DEFAULT	Sam Gamgee								
0.876957257785995	228	|The light of the lanterns fell on his beaming face ; the golden buttons shone on his embroidered silk waistcoat . |	|They could all see him standing , waving one hand in the air , the other was in his trouser-pocket . |	|My dear Bagginses and Boffins , he began again ; and my dear Tooks and Brandybucks , and Grubbs , and Chubbs , and Burrowses , and Hornblowers , and Bolgers , Bracegirdles , Goodbodies , Brockhouses and Proudfoots . |	1	DEFAULT									
0.820335625412499	752	|If you want to know , there is supposed to be a plot between you and me to get hold of his wealth . ' |	|` Some people ! ' |	|exclaimed Frodo . |	0										
0.015734422553855	205	|The invitations were limited to twelve dozen -LRB- a number also called by the hobbits one Gross , though the word was not considered proper to use of people -RRB- ; and the guests were selected from all the families to which Bilbo and Frodo were related , with the addition of a few special unrelated friends -LRB- such as Gandalf -RRB- . |	|Many young hobbits were included , and present by parental permission ; for hobbits were easy-going with their children in the matter of sitting up late , especially when there was a chance of getting them a free meal . |	|Bringing up young hobbits took a lot of provender . |	0										
0.744203618739927	484	|He seemed to dwindle again to an old grey man , bent and troubled . |	|Bilbo drew his hand over his eyes . |	|I am sorry , ' he said . |	1	Mr. Bilbo Baggins									
0.321721313082029	762	|` And I wonder many other things . |	|Good-bye now ! |	|Take care of yourself ! |	0										
0.350238007097673	608	|On every item there was a label tied . |	|There were several labels of this sort : For ADELARD TOOK , for his VERY OWN , from Bilbo , on an umbrella . |	|Adelard had carried off many unlabelled ones . |	2	Adelard Took	Mr. Bilbo Baggins								
0.951362911155106	469	|Bilbo backed away to the wall , breathing hard , his hand clutching at his pocket . |	|They stood for a while facing one another , and the air of the room tingled . |	|Gandalf s eyes remained bent on the hobbit . |	0										
0.667482558309662	64	|` But I reckon it was a nasty shock for those Sackville-Bagginses . |	|They thought they were going to get Bag End , that time when he went off and was thought to be dead . |	|And then he comes back and orders them off ; and he goes on living and living , and never looking a day older , bless him ! |	1	DEFAULT									
0.356152232742534	330	|From a locked drawer , smelling of moth-balls , he took out an old cloak and hood . |	|They had been locked up as if they were very precious , but they were so patched and weatherstained that their original colour could hardly be guessed : it might have been dark green . |	|They were rather too large for him . |	0										
0.369448875655755	225	|Hear ! ' |	|they shouted , and kept on repeating it in chorus , seeming reluctant to follow their own advice . |	|Bilbo left his place and went and stood on a chair under the illuminated tree . |	0										
0.361948267305165	731	|But if you take my advice you will use it very seldom , or not at all . |	|At least I beg you not to use it in any way that will cause talk or rouse suspicion . |	|I say again : keep it safe , and keep it secret ! ' |	1	DEFAULT									
0.739119034506955	36	|` And no wonder they 're queer , ' put in Daddy Twofoot -LRB- the Gaffer 's next-door neighbour -RRB- , ` if they live on the wrong side of the Brandywine River , and right agin the Old Forest . |	|That 's a dark bad place , if half the tales be true . ' |	|` You 're right , Dad ! |	0										
0.009636369785939	105	|An old man was driving it all alone . |	|He wore a tall pointed blue hat , a long grey cloak , and a silver scarf . |	|He had a long white beard and bushy eyebrows that stuck out beyond the brim of his hat . |	0										
0.192568666223342	615	|For ANGELICA 'S use , from Uncle Bilbo , on a round convex mirror . |	|She was a young Baggins , and too obviously considered her face shapely . |	|For the collection of HUGO BRACEGIRDLE , from a contributor , on an -LRB- empty -RRB- book-case . |	1	Angelica									
0.323749364167096	63	|Mr. Bilbo never did a kinder deed than when he brought the lad back to live among decent folk . |	|` But I reckon it was a nasty shock for those Sackville-Bagginses . |	|They thought they were going to get Bag End , that time when he went off and was thought to be dead . |	1	DEFAULT									
0.814410545487879	214	|All the one hundred and forty-four guests expected a pleasant feast ; though they rather dreaded the after-dinner speech of their host -LRB- an inevitable item -RRB- . |	|Fie was liable to drag in bits of what he called poetry ; and sometimes , after a glass or two , would allude to the absurd adventures of his mysterious journey . |	|The guests were not disappointed : they had a very pleasant feast , in fact an engrossing entertainment : rich , abundant , varied , and prolonged . |	1	Fie									
0.128827250020033	705	|` Do n't do that ! ' |	|said Gandalf , sitting down . |	|` Do be careful of that ring , Frodo ! |	1	Gandalf									
0.597509618906287	178	|The hobbit-children were so excited that for a while they almost forgot about eating . |	|There were toys the like of which they had never seen before , all beautiful and some obviously magical . |	|Many of them had indeed been ordered a year before , and had come all the way from the Mountain and from Dale , and were of real dwarf-make . |	0										
0.51004014063194	312	|But why worry ? |	|He has n't taken the vittles with him . ' |	|He called loudly to Frodo to send the wine round again . |	1	DEFAULT									
0.527044655926541	690	|He went on with his tea . |	|The knock was repeated , much louder , but he took no notice . |	|Suddenly the wizard 's head appeared at the window . |	0										
0.743527607438019	61	|A regular warren , by all accounts . |	|Old Master Gorbadoc never had fewer than a couple of hundred relations in the place . |	|Mr. Bilbo never did a kinder deed than when he brought the lad back to live among decent folk . |	1	Gorbadoc									
0.578714444185229	718	|It 's mine anyway . '' |	|` That 's interesting , ' said Gandalf . |	|` Well , what did you think of it all ? ' |	1	Gandalf									
0.982716314483368	223	|Flear ! |	|Flear ! |	|Hear ! ' |	0										
0.001732344791881	537	|` Well , let 's start then ! ' |	|He stepped out of the front-door . |	|It was a fine night , and the black sky was dotted with stars . |	1	DEFAULT									
0.51138046997955	112	|His real business was far more difficult and dangerous , but the Shire-folk knew nothing about it . |	|To them he was just one of the ` attractions ' at the Party . |	|Hence the excitement of the hobbit-children . ' |	1	DEFAULT									
0.406294295868865	268	|Cheers again . |	|I should say : OUR birthday . |	|For it is , of course , also the birthday of my heir and nephew , Frodo . |	1	DEFAULT									
0.282935416533425	623	|This is only a small selection of the assembled presents . |	|Bilbo 's residence had got rather cluttered up with things in the course of his long life . |	|It was a tendency of hobbit-holes to get cluttered up : for which the custom of giving so many birthday-presents was largely responsible . |	1	Mr. Bilbo Baggins									
0.299263075738215	413	|` You are always badgering me about my ring ; but you have never bothered me about the other things that I got on my journey . ' |	|` No , but I had to badger you , ' said Gandalf . ' |	|I wanted the truth . |	2	DEFAULT	Gandalf								
0.408705539534776	609	|There were several labels of this sort : For ADELARD TOOK , for his VERY OWN , from Bilbo , on an umbrella . |	|Adelard had carried off many unlabelled ones . |	|For DORA BAGGINS in memory of a LONG correspondence , with love from Bilbo , on a large waste-paper basket . |	1	Adelard Took									
0.507344035274478	67	|And suddenly he produces an heir , and has all the papers made out proper . |	|The Sackville-Bagginses wo n't never see the inside of Bag End now , or it is to be hoped not . ' |	|` There 's a tidy bit of money tucked away up there , I hear tell , ' said a stranger , a visitor on business from Michel Delving in the Westfarthing . |	0										
0.032971300236583	706	|said Gandalf , sitting down . |	|` Do be careful of that ring , Frodo ! |	|In fact , it is partly about that that I have come to say a last word . ' |	1	Frodo Baggins									
0.835449455048051	765	|Lookout for me , especially at unlikely times ! |	|Good-bye ! ' |	|Frodo saw him to the door . |	0										
0.863422075975178	364	|That ca n't be right . |	|I need a change , or something . ' |	|Gandalf looked curiously and closely at him . |	1	DEFAULT									
0.981830573509886	262	|First of all , to tell you that I am immensely fond of you all , and that eleventy-one years is too short a time to live among such excellent and admirable hobbits . |	|Tremendous outburst of approval . |	|/ do n't know half of you half as well as I should like ; and I like less than half of you half as well as you deserve . |	0										
0.394892199673399	313	|He has n't taken the vittles with him . ' |	|He called loudly to Frodo to send the wine round again . |	|Frodo was the only one present who had said nothing . |	2	DEFAULT	Frodo Baggins								
0.326369851291188	286	|I now repeat it more correctly : Thank you very much for coming to my little party . |	|Obstinate silence . |	|They all feared that a song or some poetry was now imminent ; and they were getting bored . |	0										
0.730358354905842	353	|You have had your joke , and alarmed or offended most of your relations , and given the whole Shire something to talk about for nine days , or ninety-nine more likely . |	|Are you going any further ? ' |	|` Yes , I am . |	1	DEFAULT									
0.821251710951353	663	|It was , unfortunately , very clear and correct -LRB- according to the legal customs of hobbits , which demand among other things seven signatures of witnesses in red ink -RRB- . |	|` Foiled again ! ' |	|he said to his wife . |	0										
0.937007879068824	263	|Tremendous outburst of approval . |	|/ do n't know half of you half as well as I should like ; and I like less than half of you half as well as you deserve . |	|This was unexpected and rather difficult . |	2	DEFAULT	DEFAULT								
0.495890457408725	763	|Good-bye now ! |	|Take care of yourself ! |	|Lookout for me , especially at unlikely times ! |	0										
0.297079159371684	164	|Anxiety was intense . |	|Then Thursday , September the 22nd , actually dawned . |	|The sun got up , the clouds vanished , flags were unfurled and the fun began . |	0										
0.446829040400108	121	|` said Gandalf . |	|` You will get plenty when the time comes . ' |	|Then he disappeared inside with Bilbo , and the door was shut . |	1	DEFAULT									
0.360467921968978	649	|Just go and tell him so ! ' |	|Merry left them a long while in the hall , and they had time to discover their parting gift of spoons . |	|It did not improve their tempers . |	1	Merry Brandybuck									
0.650400768128809	375	|I hope he will . |	|But nobody will read the book , however it ends . ' |	|` Oh , they may , in years to come . |	0										
0.340126243005401	566	|` Has he gone ? ' |	|he asked . |	|` Yes , ' answered Gandalf , ` he has gone at last . ' ' |	1	DEFAULT									
0.22743150115114	445	|Gandalf stood up . |	|He spoke sternly . |	|` You will be a fool if you do . |	1	Gandalf									
0.857879196459415	526	|A spasm of anger passed swiftly over the hobbit 's face again . |	|Suddenly it gave way to a look of relief and a laugh . |	|` Well , that 's that , ' he said . |	0										
0.686463055768787	640	|Some people tried to do swaps and deals in the hall ; and others tried to make off with minor items not addressed to them , or with anything that seemed unwanted or unwatched . |	|The road to the gate was blocked with barrows and handcarts . |	|In the middle of the commotion the Sackville-Bagginses arrived . |	0										
0.0924798370219	700	|` Then I forgive you . |	|But I saw her some time ago , driving a pony-trap towards Bywater with a face that would have curdled new milk . ' |	|` She had already nearly curdled me . |	1	DEFAULT									
0.342422654333402	89	|` He 's often away from home . |	|And look at the outlandish folk that visit him : dwarves coming at night , and that old wandering conjuror , Gandalf , and all . |	|You can say what you like , Gaffer , but Bag End 's a queer place , and its folk are queerer . ' |	1	Gandalf									
0.342457674751045	40	|` Not that the Brandybucks of Buck-land live in the Old Forest ; but they 're a queer breed , seemingly . |	|They fool about with boats on that big river - and that is n't natural . |	|Small wonder that trouble came of it , I say . |	0										
0.182497003912012	672	|He escorted her firmly off the premises , after he had relieved her of several small -LRB- but rather valuable -RRB- articles that had somehow fallen inside her umbrella . |	|Her face looked as if she was in the throes of thinking out a really crushing parting remark ; but all she found to say , turning round on the step , was : ` You 'll live to regret it , young fellow ! |	|Why did n't you go too ? |	2	DEFAULT	DEFAULT								
0.538962256333894	499	|Give it to Frodo , and I will look after him . ' |	|Bilbo stood for a moment tense and undecided . |	|Presently he sighed . |	1	Mr. Bilbo Baggins									
0.478057665579117	686	|He had hardly sat down , when there came a soft knock at the front-door . |	|` Lobelia again most likely , ' he thought . |	|` She must have thought of something really nasty , and have come back again to say it . |	2	Lobelia	DEFAULT								
0.832265969231059	719	|` That 's interesting , ' said Gandalf . |	|` Well , what did you think of it all ? ' |	|` If you mean , inventing all that about a ` present ' , well , I thought the true story much more likely , and I could n't see the point of altering it at all . |	1	DEFAULT									
0.562322588535086	477	|I found it , and Gollum would have killed me , if I had n't kept it . |	|I 'm not a thief , whatever he said . ' ' |	|I have never called you one , ' Gandalf answered . |	2	DEFAULT	Gollum								
0.557610066224303	732	|At least I beg you not to use it in any way that will cause talk or rouse suspicion . |	|I say again : keep it safe , and keep it secret ! ' |	|` You are very mysterious ! |	1	DEFAULT									
0.534440214948282	41	|They fool about with boats on that big river - and that is n't natural . |	|Small wonder that trouble came of it , I say . |	|But be that as it may , Mr. Frodo is as nice a young hobbit as you could wish to meet . |	1	DEFAULT									
0.652809319893661	341	|I am glad to find you visible , ' replied the wizard , sitting down in a chair , ' I wanted to catch you and have a few final words . |	|I suppose you feel that everything has gone off splendidly and according to plan ? ' |	|` Yes , I do , ' said Bilbo . |	2	DEFAULT	Mr. Bilbo Baggins								
0.9863667617256	575	|He 'll be all right - now . |	|He left a packet for you . |	|There it is ! ' |	2	DEFAULT	DEFAULT								
0.559093434929154	87	|The legend of Bilbo 's wealth was now too firmly fixed in the minds of the younger generation of hobbits . |	|` Ah , but he has likely enough been adding to what he brought at first , ' argued the miller , voicing common opinion . |	|` He 's often away from home . |	1	Mr. Bilbo Baggins									
0.011737990464329	23	|Tongues began to wag in Flobbiton and By water ; and rumour of the coming event travelled all over the Shire . |	|The history and character of Mr. Bilbo Baggins became once again the chief topic of conversation ; and the older folk suddenly found their reminiscences in welcome demand . |	|No one had a more attentive audience than old Ham Gamgee , commonly known as the Gaffer . |	1	Mr. Bilbo Baggins									
0.024775271681977	48	|said several voices . |	|They had heard this and other darker rumours before , of course ; but hobbits have a passion for family history , and they were ready to hear it again . |	|` Well , so they say , ' said the Gaffer . |	0										
0.923555647322729	494	|And I do n't seem able to make up my mind . ' |	|` Then trust mine , ' said Gandalf . |	|` It is quite made up . |	1	Gandalf									
0.126149280020992	514	|` You have still got the ring in your pocket , ' said the wizard . |	|` Well , so I have ! ' |	|cried Bilbo . |	1	Mr. Bilbo Baggins									
0.115346393080537	307	|For the moment most of them took it for granted that his disappearance was nothing more than a ridiculous prank . |	|But old Rory Brandybuck was not so sure . |	|Neither age nor an enormous dinner had clouded his wits , and he said to his daughter-in-law , Esmeralda : ` There 's something fishy in this , my dear ! |	1	Rory Brandybuck									
0.721230413448953	543	|This is what I have really been longing for , for years ! |	|Good-bye ! ' |	|he said , looking at his old home and bowing to the door . |	0										
0.393676644792833	626	|Not , of course , that the birthday-presents were always new , there were one or two old mathoms of forgotten uses that had circulated all around the district ; but Bilbo had usually given new presents , and kept those that he received . |	|The old hole was now being cleared a little . |	|Every one of the various parting gifts had labels , written out personally by Bilbo , and several had some point , or some joke . |	0										
0.273923500815505	564	|he said softly and went back indoors . |	|Frodo came in soon afterwards , and found him sitting in the dark , deep in thought . |	|` Has he gone ? ' |	2	Frodo Baggins	DEFAULT								
0.944700462364972	682	|When he had overcome Sancho and pushed him out , Frodo collapsed on chair in the hall . |	|It 's time to close the shop , Merry , ' he said . |	|` Lock the door , and do n't open it to anyone today , not even if they bring a battering ram . ' |	2	Merry Brandybuck	Frodo Baggins								
0.513245176527972	215	|Fie was liable to drag in bits of what he called poetry ; and sometimes , after a glass or two , would allude to the absurd adventures of his mysterious journey . |	|The guests were not disappointed : they had a very pleasant feast , in fact an engrossing entertainment : rich , abundant , varied , and prolonged . |	|The purchase of provisions fell almost to nothing throughout the district in the ensuing weeks ; but as Bilbo 's catering had depleted the stocks of most stores , cellars and warehouses for miles around , that did not matter much . |	0										
0.579392637398185	721	|` If you mean , inventing all that about a ` present ' , well , I thought the true story much more likely , and I could n't see the point of altering it at all . |	|It was very unlike Bilbo to do so , anyway ; and I thought it rather odd . ' |	|` So did I . |	2	Mr. Bilbo Baggins	DEFAULT								
